pair_id,lifetime_revenue,walk_count,dog_count,max_dog_size,min_dog_size,requester_gender,requester_fee,requester_new_to_rover,previous_client_count,price_per_walk,provider_fee,provider_gender,provider_new_to_rover,new_service_relationship,percent_morning_walks,percent_afternoon_walks,percent_evening_walks,experience
369,2194.8799999999997,19,2,4,2,f,0.070000000000000007,0,6,19,0.25,f,0,0,0.42105263157894736,0.42105263157894736,0.15789473684210526,both experienced
371,1300.5,17,1,4,4,m,0.050000000000000003,0,7,18,0.20000000000000001,f,0,0,0.41176470588235294,0.29411764705882352,0.29411764705882352,both experienced
379,1892.25,29,1,1,1,m,0,0,3,15,0.14999999999999999,f,0,0,0.27586206896551724,0.37931034482758620,0.34482758620689655,both experienced
405,1156,17,1,3,3,f,0.050000000000000003,1,10,20,0.14999999999999999,f,0,0,0.47058823529411764,0.35294117647058823,0.17647058823529411,requestor new
412,184.68000000000006,6,1,1,1,m,0.070000000000000007,0,3,19,0.20000000000000001,f,1,1,0.16666666666666666,0.33333333333333333,0.50000000000000000,provider new
415,76.799999999999997,4,3,3,1,f,0.050000000000000003,0,4,16,0.25,m,1,0,0.25000000000000000,0.00000000000000000,0.75000000000000000,provider new
417,3891.2000000000007,32,1,1,1,m,0.050000000000000003,0,4,19,0.14999999999999999,f,0,0,0.37500000000000000,0.34375000000000000,0.28125000000000000,both experienced
421,1070.0799999999999,16,1,4,4,f,0.070000000000000007,0,11,19,0.14999999999999999,f,0,0,0.43750000000000000,0.25000000000000000,0.31250000000000000,both experienced
422,8100,36,1,1,1,f,0.050000000000000003,1,7,25,0.20000000000000001,f,1,0,0.30555555555555555,0.44444444444444444,0.25000000000000000,both new
56,720.00000000000011,15,2,4,2,f,0,0,11,16,0.20000000000000001,m,1,0,0.53333333333333333,0.26666666666666666,0.20000000000000000,provider new
60,3703,23,2,2,2,f,0,0,3,28,0.25,f,0,0,0.26086956521739130,0.52173913043478260,0.21739130434782608,both experienced
62,784.08000000000038,11,2,4,2,f,0.070000000000000007,1,8,24,0.20000000000000001,f,0,0,0.36363636363636363,0.09090909090909090,0.54545454545454545,requestor new
63,28459.199999999997,77,2,4,2,m,0.050000000000000003,1,14,16,0.25,m,0,0,0.32467532467532467,0.37662337662337662,0.29870129870129870,requestor new
66,982.59999999999991,17,3,3,1,m,0,1,9,17,0.20000000000000001,m,0,0,0.35294117647058823,0.29411764705882352,0.35294117647058823,requestor new
67,665.5,11,1,3,3,m,0.050000000000000003,1,4,22,0.20000000000000001,m,0,0,0.27272727272727272,0.36363636363636363,0.36363636363636363,requestor new
81,2144.5500000000002,29,1,3,3,m,0,1,10,17,0.14999999999999999,f,1,1,0.34482758620689655,0.27586206896551724,0.37931034482758620,both new
89,1759.9999999999998,20,1,1,1,m,0,1,6,22,0.20000000000000001,f,0,0,0.30000000000000000,0.40000000000000000,0.30000000000000000,requestor new
131,1296,18,2,4,3,m,0,0,7,20,0.20000000000000001,f,1,0,0.33333333333333333,0.33333333333333333,0.33333333333333333,provider new
138,186.20000000000002,7,2,3,3,m,0,1,9,19,0.20000000000000001,f,0,0,0.71428571428571428,0.14285714285714285,0.14285714285714285,requestor new
146,145.00000000000003,5,1,2,2,m,0.050000000000000003,0,6,29,0.14999999999999999,f,1,0,0.60000000000000000,0.20000000000000000,0.20000000000000000,provider new
158,1579.5000000000002,15,1,2,2,m,0.070000000000000007,0,6,26,0.20000000000000001,m,1,0,0.33333333333333333,0.53333333333333333,0.13333333333333333,provider new
162,1656,15,1,3,3,m,0.070000000000000007,1,6,23,0.25,f,0,0,0.60000000000000000,0.20000000000000000,0.20000000000000000,requestor new
168,162.00000000000003,5,3,4,3,m,0.070000000000000007,0,10,24,0.20000000000000001,f,0,0,0.40000000000000000,0.20000000000000000,0.40000000000000000,both experienced
174,1534.25,19,1,4,4,f,0.050000000000000003,1,5,17,0.20000000000000001,f,0,1,0.36842105263157894,0.21052631578947368,0.42105263157894736,requestor new
179,607.99999999999989,10,1,2,2,f,0.070000000000000007,0,10,19,0.25,f,0,1,0.20000000000000000,0.30000000000000000,0.50000000000000000,both experienced
197,1329.4000000000001,17,1,1,1,f,0.050000000000000003,1,9,23,0.14999999999999999,m,0,0,0.35294117647058823,0.29411764705882352,0.35294117647058823,requestor new
210,3197.25,21,1,1,1,f,0.050000000000000003,0,9,29,0.20000000000000001,f,0,0,0.42857142857142857,0.38095238095238095,0.19047619047619047,both experienced
212,5202,34,1,3,3,f,0.050000000000000003,0,11,15,0.25,f,0,1,0.32352941176470588,0.35294117647058823,0.32352941176470588,both experienced
213,660,10,1,1,1,f,0.050000000000000003,1,10,22,0.25,f,1,1,0.40000000000000000,0.30000000000000000,0.30000000000000000,both new
217,650,10,1,4,4,m,0.050000000000000003,0,7,26,0.20000000000000001,f,0,0,0.40000000000000000,0.40000000000000000,0.20000000000000000,both experienced
218,2315.25,21,1,1,1,f,0,0,4,21,0.25,m,0,0,0.23809523809523809,0.47619047619047619,0.28571428571428571,both experienced
235,2200,20,1,4,4,m,0.050000000000000003,0,8,22,0.20000000000000001,m,0,0,0.55000000000000000,0.25000000000000000,0.20000000000000000,both experienced
244,220.5,7,1,2,2,f,0.050000000000000003,1,14,18,0.20000000000000001,f,0,0,0.14285714285714285,0.42857142857142857,0.42857142857142857,requestor new
251,216,6,1,4,4,f,0.050000000000000003,1,6,24,0.20000000000000001,f,0,1,0.16666666666666666,0.66666666666666666,0.16666666666666666,requestor new
258,1044,12,1,4,4,f,0.050000000000000003,1,12,29,0.20000000000000001,f,0,0,0.33333333333333333,0.50000000000000000,0.16666666666666666,requestor new
266,2116.8000000000006,28,1,1,1,m,0.070000000000000007,1,7,10,0.20000000000000001,f,0,0,0.50000000000000000,0.28571428571428571,0.21428571428571428,requestor new
277,13685.759999999998,48,3,3,1,f,0.070000000000000007,1,8,22,0.20000000000000001,m,0,0,0.52083333333333333,0.25000000000000000,0.22916666666666666,requestor new
296,388.79999999999995,9,1,4,4,m,0.050000000000000003,0,5,16,0.25,m,0,0,0.44444444444444444,0.44444444444444444,0.11111111111111111,both experienced
297,3061.8000000000002,27,1,4,4,m,0.050000000000000003,0,8,21,0.14999999999999999,f,0,0,0.48148148148148148,0.18518518518518518,0.33333333333333333,both experienced
311,496.80000000000007,12,1,4,4,f,0,0,9,23,0.14999999999999999,f,0,0,0.25000000000000000,0.33333333333333333,0.41666666666666666,both experienced
313,1127,14,1,2,2,f,0.050000000000000003,1,6,23,0.20000000000000001,f,0,0,0.50000000000000000,0.21428571428571428,0.28571428571428571,requestor new
330,882,14,1,4,4,f,0.050000000000000003,1,1,18,0.20000000000000001,f,1,0,0.42857142857142857,0.35714285714285714,0.21428571428571428,both new
343,1470,14,3,4,3,f,0.050000000000000003,1,6,30,0.20000000000000001,f,0,0,0.28571428571428571,0.35714285714285714,0.35714285714285714,requestor new
403,3280.5,27,2,2,1,m,0.050000000000000003,1,5,15,0.25,f,0,0,0.33333333333333333,0.44444444444444444,0.22222222222222222,requestor new
410,5184,36,1,3,3,m,0,1,6,16,0.25,f,0,0,0.25000000000000000,0.50000000000000000,0.25000000000000000,requestor new
419,588,14,3,3,3,f,0.050000000000000003,1,9,15,0.14999999999999999,m,1,0,0.42857142857142857,0.28571428571428571,0.28571428571428571,both new
436,1728,24,1,4,4,f,0,1,6,12,0.25,f,0,1,0.16666666666666666,0.50000000000000000,0.33333333333333333,requestor new
454,5119.9999999999991,40,1,2,2,f,0,1,8,16,0.20000000000000001,m,0,0,0.37500000000000000,0.37500000000000000,0.25000000000000000,requestor new
469,15309,54,1,3,3,m,0,0,10,21,0.25,m,0,0,0.44444444444444444,0.22222222222222222,0.33333333333333333,both experienced
473,648,9,1,1,1,f,0.070000000000000007,1,5,25,0.25,f,0,0,0.44444444444444444,0.55555555555555555,0.00000000000000000,requestor new
476,3292.7999999999997,28,3,4,2,f,0,1,5,21,0.20000000000000001,f,0,0,0.35714285714285714,0.35714285714285714,0.28571428571428571,requestor new
9,4374,30,2,4,1,m,0.070000000000000007,0,10,18,0.20000000000000001,m,0,0,0.40000000000000000,0.16666666666666666,0.43333333333333333,both experienced
16,2700,20,1,1,1,f,0.070000000000000007,0,4,25,0.20000000000000001,f,0,1,0.35000000000000000,0.40000000000000000,0.25000000000000000,both experienced
18,2280.96,18,1,2,2,f,0.070000000000000007,0,8,22,0.25,f,0,0,0.27777777777777777,0.33333333333333333,0.38888888888888888,both experienced
22,2568.8000000000002,26,1,4,4,f,0.050000000000000003,1,8,19,0.14999999999999999,f,0,1,0.42307692307692307,0.23076923076923076,0.34615384615384615,requestor new
27,15432.75,57,2,3,1,f,0.050000000000000003,1,9,19,0.20000000000000001,m,0,1,0.43859649122807017,0.21052631578947368,0.35087719298245614,requestor new
35,4656.9599999999991,28,2,3,1,m,0.070000000000000007,1,7,22,0.20000000000000001,m,0,1,0.21428571428571428,0.50000000000000000,0.28571428571428571,requestor new
46,479.99999999999994,10,1,1,1,m,0.070000000000000007,1,7,15,0.25,f,0,0,0.50000000000000000,0.30000000000000000,0.20000000000000000,requestor new
52,2808.0000000000009,20,1,2,2,m,0.070000000000000007,1,12,26,0.20000000000000001,m,1,0,0.40000000000000000,0.20000000000000000,0.40000000000000000,both new
54,326.69999999999993,11,1,2,2,f,0,1,5,18,0.14999999999999999,f,0,0,0.45454545454545454,0.27272727272727272,0.27272727272727272,requestor new
57,506.25,15,1,3,3,m,0,1,8,15,0.14999999999999999,m,1,0,0.33333333333333333,0.20000000000000000,0.46666666666666666,both new
68,2866.5,21,2,2,2,f,0,0,9,26,0.25,f,0,0,0.42857142857142857,0.52380952380952380,0.04761904761904761,both experienced
83,2159.9999999999995,20,1,1,1,f,0,0,8,27,0.20000000000000001,m,1,0,0.40000000000000000,0.40000000000000000,0.20000000000000000,provider new
86,6030.6000000000013,46,1,4,4,f,0,1,6,19,0.14999999999999999,m,0,0,0.41304347826086956,0.39130434782608695,0.19565217391304347,requestor new
97,751.4000000000002,17,1,3,3,f,0.050000000000000003,1,8,13,0.14999999999999999,f,0,1,0.41176470588235294,0.17647058823529411,0.41176470588235294,requestor new
116,2665.6000000000004,28,2,3,1,f,0,0,9,17,0.20000000000000001,m,1,0,0.28571428571428571,0.39285714285714285,0.32142857142857142,provider new
132,1452,22,2,2,1,f,0.050000000000000003,1,7,12,0.20000000000000001,m,0,1,0.18181818181818181,0.45454545454545454,0.36363636363636363,requestor new
133,1024,16,2,2,1,m,0.050000000000000003,0,9,16,0.20000000000000001,m,0,0,0.43750000000000000,0.25000000000000000,0.31250000000000000,both experienced
139,2512.75,23,1,2,2,m,0.050000000000000003,0,18,19,0.20000000000000001,f,0,0,0.26086956521739130,0.43478260869565217,0.30434782608695652,both experienced
140,18033.600000000002,68,1,1,1,f,0,1,5,26,0.14999999999999999,f,0,0,0.36764705882352941,0.45588235294117647,0.17647058823529411,requestor new
159,3459.5999999999995,31,3,4,1,f,0.050000000000000003,0,9,18,0.14999999999999999,m,0,0,0.48387096774193548,0.29032258064516129,0.22580645161290322,both experienced
163,249.59999999999997,8,2,4,3,f,0.050000000000000003,1,8,13,0.25,m,1,0,0.25000000000000000,0.50000000000000000,0.25000000000000000,both new
182,18982.080000000005,52,1,4,4,f,0.070000000000000007,1,6,26,0.20000000000000001,m,0,0,0.38461538461538461,0.36538461538461538,0.25000000000000000,requestor new
187,1703.6800000000003,22,1,3,3,m,0.070000000000000007,1,13,16,0.14999999999999999,f,0,1,0.22727272727272727,0.59090909090909090,0.18181818181818181,requestor new
267,409.59999999999997,8,1,3,3,m,0.070000000000000007,1,3,20,0.25,f,1,0,0.37500000000000000,0.37500000000000000,0.25000000000000000,both new
271,8467.1999999999989,42,2,4,2,f,0.050000000000000003,0,3,16,0.25,m,0,0,0.42857142857142857,0.38095238095238095,0.19047619047619047,both experienced
276,3187.5,25,1,2,2,m,0.050000000000000003,0,7,17,0.25,m,0,0,0.48000000000000000,0.20000000000000000,0.32000000000000000,both experienced
289,20886,59,1,4,4,m,0.050000000000000003,0,8,20,0.25,f,0,1,0.35593220338983050,0.32203389830508474,0.32203389830508474,both experienced
292,929.5,13,1,4,4,f,0.050000000000000003,1,10,22,0.20000000000000001,f,0,0,0.46153846153846153,0.15384615384615384,0.38461538461538461,requestor new
300,243,6,1,2,2,m,0.070000000000000007,0,6,25,0.20000000000000001,m,0,0,0.33333333333333333,0.16666666666666666,0.50000000000000000,both experienced
306,161.70000000000002,7,1,4,4,f,0,1,5,22,0.14999999999999999,f,0,0,0.28571428571428571,0.14285714285714285,0.57142857142857142,requestor new
356,1950.75,17,1,4,4,f,0.050000000000000003,1,4,27,0.20000000000000001,f,0,0,0.35294117647058823,0.29411764705882352,0.35294117647058823,requestor new
363,10161.400000000001,47,2,4,2,f,0,0,7,23,0.20000000000000001,f,0,0,0.40425531914893617,0.29787234042553191,0.29787234042553191,both experienced
373,344.25,9,1,1,1,f,0.050000000000000003,1,11,17,0.20000000000000001,f,0,0,0.66666666666666666,0.11111111111111111,0.22222222222222222,requestor new
374,3104.9999999999995,30,1,1,1,f,0,0,11,23,0.14999999999999999,f,0,0,0.36666666666666666,0.43333333333333333,0.20000000000000000,both experienced
398,4793.6999999999998,29,1,2,2,f,0.050000000000000003,0,9,19,0.25,m,0,0,0.34482758620689655,0.24137931034482758,0.41379310344827586,both experienced
409,143.75,5,1,3,3,m,0.050000000000000003,0,7,23,0.20000000000000001,m,0,1,0.60000000000000000,0.40000000000000000,0.00000000000000000,both experienced
414,855.36000000000001,12,1,4,4,m,0.070000000000000007,1,8,27,0.14999999999999999,f,0,0,0.16666666666666666,0.33333333333333333,0.50000000000000000,requestor new
424,306.18000000000001,9,1,2,2,m,0.070000000000000007,0,2,14,0.20000000000000001,f,0,0,0.33333333333333333,0.55555555555555555,0.11111111111111111,both experienced
425,459.2700000000001,9,1,3,3,f,0.070000000000000007,0,12,21,0.20000000000000001,f,0,0,0.44444444444444444,0.55555555555555555,0.00000000000000000,both experienced
448,414.72000000000014,8,1,4,4,f,0.070000000000000007,0,13,24,0.20000000000000001,f,0,0,0.62500000000000000,0.00000000000000000,0.37500000000000000,both experienced
525,3000,25,2,2,2,f,0.050000000000000003,0,10,24,0.14999999999999999,f,0,1,0.40000000000000000,0.28000000000000000,0.32000000000000000,both experienced
547,21168,56,1,3,3,f,0.070000000000000007,0,10,25,0.20000000000000001,f,0,0,0.42857142857142857,0.32142857142857142,0.25000000000000000,both experienced
3,6479.9999999999991,30,1,2,2,m,0.050000000000000003,1,7,24,0.25,f,0,1,0.50000000000000000,0.16666666666666666,0.33333333333333333,requestor new
12,9702,42,1,4,4,m,0.050000000000000003,1,10,22,0.20000000000000001,m,0,0,0.35714285714285714,0.28571428571428571,0.35714285714285714,requestor new
31,235.20000000000002,7,1,1,1,f,0.050000000000000003,1,10,16,0.25,f,1,1,0.28571428571428571,0.57142857142857142,0.14285714285714285,both new
36,254.79999999999998,7,1,1,1,m,0.050000000000000003,0,8,26,0.14999999999999999,f,0,0,0.42857142857142857,0.57142857142857142,0.00000000000000000,both experienced
45,4125,25,1,2,2,f,0.050000000000000003,1,9,22,0.25,f,0,1,0.40000000000000000,0.32000000000000000,0.28000000000000000,requestor new
50,1089,15,2,4,1,f,0.070000000000000007,1,6,22,0.14999999999999999,f,0,0,0.20000000000000000,0.33333333333333333,0.46666666666666666,requestor new
51,3844,31,1,1,1,f,0,0,13,20,0.20000000000000001,f,0,0,0.25806451612903225,0.41935483870967741,0.32258064516129032,both experienced
58,445.5,9,1,2,2,m,0.050000000000000003,1,3,22,0.20000000000000001,f,0,0,0.44444444444444444,0.00000000000000000,0.55555555555555555,requestor new
61,997.04999999999995,17,1,2,2,m,0,0,11,23,0.14999999999999999,m,1,0,0.47058823529411764,0.17647058823529411,0.35294117647058823,provider new
75,4860,30,1,1,1,f,0.070000000000000007,0,9,20,0.20000000000000001,f,0,0,0.30000000000000000,0.30000000000000000,0.40000000000000000,both experienced
79,230.40000000000003,8,1,4,4,m,0,1,5,18,0.20000000000000001,m,0,0,0.37500000000000000,0.25000000000000000,0.37500000000000000,requestor new
104,676,13,3,4,1,m,0,0,13,20,0.20000000000000001,m,0,0,0.38461538461538461,0.30769230769230769,0.30769230769230769,both experienced
108,633.75,13,1,3,3,f,0.050000000000000003,0,7,15,0.20000000000000001,f,0,0,0.38461538461538461,0.30769230769230769,0.30769230769230769,both experienced
122,882,21,2,3,3,f,0.050000000000000003,1,4,10,0.14999999999999999,f,1,0,0.28571428571428571,0.38095238095238095,0.33333333333333333,both new
128,1069.2,18,1,3,3,f,0,0,8,22,0.14999999999999999,m,0,1,0.44444444444444444,0.38888888888888888,0.16666666666666666,both experienced
148,8294.3999999999978,32,1,2,2,f,0.050000000000000003,1,3,27,0.25,f,0,0,0.28125000000000000,0.34375000000000000,0.37500000000000000,requestor new
151,108,6,1,4,4,f,0,1,5,12,0.25,f,0,0,0.50000000000000000,0.00000000000000000,0.50000000000000000,requestor new
172,210,5,2,2,2,f,0.050000000000000003,0,8,28,0.25,f,1,0,0.60000000000000000,0.20000000000000000,0.20000000000000000,provider new
185,125,5,2,4,2,m,0.050000000000000003,1,4,20,0.20000000000000001,f,0,0,0.60000000000000000,0.20000000000000000,0.20000000000000000,requestor new
186,866.97000000000014,13,1,1,1,m,0.070000000000000007,0,9,19,0.20000000000000001,m,0,0,0.15384615384615384,0.53846153846153846,0.30769230769230769,both experienced
199,3280.5,27,1,4,4,f,0,0,10,18,0.25,f,0,0,0.37037037037037037,0.22222222222222222,0.40740740740740740,both experienced
204,368,8,1,4,4,m,0.050000000000000003,0,4,23,0.20000000000000001,f,0,0,0.12500000000000000,0.37500000000000000,0.50000000000000000,both experienced
207,1490.4000000000001,18,1,3,3,m,0,0,7,23,0.20000000000000001,m,0,0,0.61111111111111111,0.22222222222222222,0.16666666666666666,both experienced
215,513.00000000000023,10,3,4,2,f,0.070000000000000007,1,11,19,0.20000000000000001,f,0,0,0.40000000000000000,0.50000000000000000,0.10000000000000000,requestor new
227,2539.2000000000003,23,1,4,4,f,0,0,4,24,0.20000000000000001,f,1,1,0.47826086956521739,0.30434782608695652,0.21739130434782608,provider new
254,300,10,1,3,3,f,0.050000000000000003,0,7,12,0.20000000000000001,m,1,0,0.40000000000000000,0.20000000000000000,0.40000000000000000,provider new
270,5771.25,45,1,1,1,f,0,1,8,19,0.14999999999999999,f,0,1,0.46666666666666666,0.31111111111111111,0.22222222222222222,requestor new
283,75,5,1,3,3,m,0,0,13,20,0.14999999999999999,f,0,1,0.60000000000000000,0.00000000000000000,0.40000000000000000,both experienced
304,2645,23,1,3,3,f,0.050000000000000003,0,10,20,0.20000000000000001,f,0,1,0.56521739130434782,0.17391304347826086,0.26086956521739130,both experienced
316,11466,42,1,3,3,f,0.050000000000000003,0,12,26,0.20000000000000001,m,0,0,0.35714285714285714,0.30952380952380952,0.33333333333333333,both experienced
320,3285.0900000000011,23,1,1,1,f,0.070000000000000007,0,7,23,0.20000000000000001,m,0,0,0.30434782608695652,0.04347826086956521,0.65217391304347826,both experienced
324,6220.7999999999993,36,1,1,1,m,0.050000000000000003,0,13,16,0.25,m,0,1,0.27777777777777777,0.38888888888888888,0.33333333333333333,both experienced
325,381.14999999999998,11,1,3,3,f,0,0,12,21,0.14999999999999999,f,0,0,0.36363636363636363,0.54545454545454545,0.09090909090909090,both experienced
326,8092.4799999999996,44,1,2,2,f,0.070000000000000007,0,12,19,0.14999999999999999,m,0,0,0.54545454545454545,0.27272727272727272,0.18181818181818181,both experienced
337,2129.5999999999999,22,3,4,3,f,0.050000000000000003,1,5,22,0.14999999999999999,f,1,0,0.45454545454545454,0.27272727272727272,0.27272727272727272,both new
348,90,5,2,3,1,f,0.050000000000000003,0,11,18,0.14999999999999999,f,1,0,0.00000000000000000,0.80000000000000000,0.20000000000000000,provider new
382,5488,28,1,4,4,m,0.050000000000000003,1,10,28,0.20000000000000001,f,0,0,0.35714285714285714,0.46428571428571428,0.17857142857142857,requestor new
408,4791.5999999999995,33,1,2,2,f,0.070000000000000007,1,13,20,0.14999999999999999,m,0,1,0.39393939393939393,0.48484848484848484,0.12121212121212121,requestor new
418,8398.0800000000017,36,1,4,4,f,0.070000000000000007,0,6,24,0.20000000000000001,m,0,0,0.41666666666666666,0.25000000000000000,0.33333333333333333,both experienced
431,3200,20,1,1,1,m,0.070000000000000007,0,13,25,0.25,m,0,0,0.60000000000000000,0.40000000000000000,0.00000000000000000,both experienced
457,256,8,1,2,2,f,0,0,5,20,0.20000000000000001,f,1,0,0.50000000000000000,0.50000000000000000,0.00000000000000000,provider new
461,45,3,1,4,4,m,0,1,11,25,0.20000000000000001,f,0,0,0.66666666666666666,0.33333333333333333,0.00000000000000000,requestor new
491,306.25,7,1,2,2,f,0.050000000000000003,1,4,25,0.20000000000000001,m,0,1,0.28571428571428571,0.57142857142857142,0.14285714285714285,requestor new
506,1014,13,1,4,4,m,0.050000000000000003,1,9,20,0.25,m,1,0,0.15384615384615384,0.38461538461538461,0.46153846153846153,both new
520,243.20000000000002,8,3,4,3,f,0.050000000000000003,1,10,19,0.14999999999999999,f,0,0,0.12500000000000000,0.25000000000000000,0.62500000000000000,requestor new
534,6297.4000000000015,37,2,4,1,m,0.050000000000000003,1,4,23,0.14999999999999999,f,0,0,0.48648648648648648,0.18918918918918918,0.32432432432432432,requestor new
538,2268.0000000000005,20,3,4,2,m,0.070000000000000007,1,12,21,0.20000000000000001,m,0,0,0.50000000000000000,0.30000000000000000,0.20000000000000000,requestor new
546,5292,28,1,4,4,f,0,0,4,27,0.25,f,0,1,0.32142857142857142,0.25000000000000000,0.42857142857142857,both experienced
550,326.40000000000003,8,1,1,1,f,0.050000000000000003,0,10,17,0.25,m,0,0,0.12500000000000000,0.50000000000000000,0.37500000000000000,both experienced
557,3574.25,29,1,2,2,f,0.050000000000000003,1,12,17,0.20000000000000001,f,0,0,0.31034482758620689,0.27586206896551724,0.41379310344827586,requestor new
581,2075.75,19,1,3,3,m,0.050000000000000003,0,9,23,0.20000000000000001,f,0,0,0.42105263157894736,0.36842105263157894,0.21052631578947368,both experienced
597,1169.6400000000003,19,1,2,2,f,0.070000000000000007,0,6,12,0.20000000000000001,m,0,0,0.47368421052631578,0.36842105263157894,0.15789473684210526,both experienced
600,1936,22,1,2,2,f,0.050000000000000003,0,5,20,0.14999999999999999,f,0,0,0.13636363636363636,0.36363636363636363,0.50000000000000000,both experienced
